Quality of slides,Quality of presentation,Ability to interact with the audience,Answers to questions,Asked a question,Top 5,Additional comments,Student_ID,Presenter_ID,Class
6,6,2,2.0,1,Yes,0,P104,,8
5,5,2,2.0,0,Yes,0,P97,P103,8
6,6,2,2.0,0,Yes,1,P7,P4,1
6,6,2,2.0,1,No,0,P3,P4,1
6,6,2,2.0,1,Yes,0,P11,P4,1
6,6,2,2.0,0,Yes,0,P12,P4,1
6,6,2,2.0,0,No,1,P10,P4,1
6,6,2,2.0,1,Yes,0,P2,P4,1
6,6,2,2.0,0,Yes,0,P9,P4,1
5,5,2,2.0,0,Yes,0,P8,P4,1
6,6,2,2.0,0,Yes,1,P7,P11,1
6,6,2,2.0,0,Yes,1,P10,P11,1
6,5,2,2.0,1,No,0,P4,P11,1
6,6,2,2.0,0,Yes,0,P9,P11,1
6,6,2,2.0,0,Yes,1,P2,P11,1
6,6,2,2.0,0,Yes,0,P12,P11,1
6,6,2,2.0,0,Yes,0,P10,P7,1
6,6,2,2.0,1,Yes,0,P3,P11,1
6,6,2,2.0,0,Yes,0,P8,P11,1
5,6,2,2.0,0,Yes,0,P12,P7,1
6,6,2,2.0,0,No,0,P2,,1
6,6,2,2.0,0,Yes,0,P8,P7,1
5,4,1,2.0,0,No,0,P4,P7,1
3,3,2,1.0,0,No,1,P3,P7,1
3,4,2,2.0,0,No,0,P9,P7,1
5,4,2,2.0,1,No,0,P11,P7,1
5,5,2,2.0,0,Yes,0,P16,,2
6,6,2,2.0,0,No,0,P15,,2
6,6,2,2.0,0,Yes,0,P17,,2
4,4,2,2.0,0,No,0,P20,,2
6,6,2,2.0,0,Yes,0,P30,,2
5,4,2,2.0,0,No,0,P22,,2
6,6,2,2.0,0,No,0,P23,,2
5,5,2,2.0,0,No,0,P31,,2
5,6,2,2.0,0,No,0,P32,,2
5,5,2,2.0,0,No,0,P19,,2
4,6,1,2.0,0,No,0,P28,,2
6,6,2,2.0,0,Yes,0,P26,,2
6,5,2,2.0,0,No,0,P25,,2
6,6,2,2.0,1,Yes,0,P21,,2
5,5,2,2.0,0,No,0,P24,,2
5,5,2,2.0,0,Yes,0,P16,,2
6,6,2,2.0,0,Yes,0,P15,,2
6,6,2,2.0,0,Yes,0,P20,,2
6,6,2,2.0,0,Yes,0,P17,,2
6,6,2,2.0,0,Yes,1,P26,,2
6,6,2,2.0,0,Yes,0,P23,,2
6,6,2,2.0,0,,0,P19,,2
6,6,2,2.0,0,Yes,0,P14,,2
6,6,2,2.0,0,Yes,0,P13,,2
5,5,2,2.0,0,No,0,P31,,2
4,4,2,2.0,0,No,0,P21,,2
6,6,2,2.0,0,Yes,0,P24,,2
6,6,2,2.0,0,No,0,P32,,2
6,6,2,2.0,0,No,0,P28,,2
5,5,2,2.0,0,Yes,0,P16,P25,2
6,6,2,2.0,0,No,0,P17,P25,2
6,6,2,2.0,0,No,1,P26,P25,2
6,6,2,2.0,0,Yes,0,P22,,2
6,6,2,2.0,0,Yes,0,P24,,2
6,6,2,2.0,0,No,0,P13,P25,2
5,6,2,2.0,0,Yes,0,P20,P25,2
6,5,2,2.0,0,Yes,0,P32,P25,2
6,6,1,2.0,0,Yes,0,P28,P25,2
6,6,2,2.0,0,Yes,0,P23,P25,2
6,6,2,2.0,0,,0,P19,P25,2
6,6,2,2.0,0,No,0,P15,P25,2
6,6,2,2.0,0,Yes,0,P14,P25,2
6,6,2,2.0,0,Yes,0,P30,,2
6,6,2,2.0,1,Yes,0,P21,P25,2
6,6,2,2.0,1,Yes,0,P25,,2
5,5,2,2.0,1,No,1,P31,P25,2
6,6,2,2.0,0,Yes,0,P22,P20,2
6,6,2,2.0,0,Yes,1,P26,P20,2
6,6,2,2.0,0,Yes,0,P17,P20,2
6,6,2,2.0,0,No,0,P24,P20,2
5,5,2,2.0,0,No,0,P16,P20,2
4,6,1,2.0,0,No,0,P28,P20,2
6,6,2,2.0,0,No,0,P23,P20,2
6,6,2,2.0,0,Yes,0,P14,P20,2
5,6,2,2.0,0,No,0,P32,P20,2
6,6,2,2.0,0,Yes,0,P13,P20,2
6,6,2,2.0,0,No,0,P25,P20,2
6,6,2,2.0,1,,0,P15,P20,2
5,5,2,2.0,0,No,0,P31,P20,2
6,6,2,2.0,0,Yes,1,P30,P20,2
6,6,2,2.0,0,Yes,0,P13,,2
6,6,2,2.0,0,Yes,0,P17,P26,2
6,6,2,2.0,0,Yes,0,P22,P26,2
5,5,2,2.0,0,No,0,P16,P26,2
6,6,2,2.0,0,No,0,P19,P20,2
5,5,2,2.0,0,No,0,P24,P26,2
6,6,2,2.0,0,No,0,P19,P26,2
6,6,2,2.0,0,Yes,0,P14,P26,2
5,6,2,2.0,0,No,0,P28,P26,2
5,5,2,2.0,0,No,0,P31,P26,2
5,5,2,2.0,0,No,0,P32,P26,2
6,6,2,2.0,0,Yes,0,P25,P26,2
5,5,2,2.0,0,No,0,P30,P26,2
6,6,2,2.0,0,No,0,P20,,2
6,6,2,2.0,0,,0,P15,P26,2
6,6,2,2.0,0,Yes,0,P46,,4
6,6,2,2.0,0,Yes,0,P40,,4
6,6,2,2.0,0,No,0,P36,,4
6,6,1,2.0,0,No,0,P33,,4
5,5,2,2.0,0,No,1,P43,,4
4,5,2,2.0,1,No,0,P37,,4
6,6,2,2.0,0,No,0,P39,,4
5,5,2,2.0,0,No,0,P37,P34,4
6,6,2,2.0,0,Yes,0,P46,P34,4
6,6,2,2.0,0,Yes,0,P40,P34,4
6,6,2,2.0,0,Yes,0,P39,P34,4
6,6,2,2.0,0,Yes,0,P33,P34,4
5,4,2,2.0,0,No,0,P34,,4
6,6,2,2.0,0,Yes,0,P39,P36,4
6,6,2,2.0,0,Yes,1,P40,P36,4
5,6,2,2.0,0,Yes,0,P43,P34,4
6,6,2,2.0,0,Yes,0,P46,P36,4
5,6,2,2.0,0,Yes,0,P43,P36,4
6,6,2,2.0,0,No,0,P33,P36,4
6,6,2,2.0,0,Yes,0,P37,P36,4
6,6,2,2.0,1,Yes,0,P34,,4
6,6,2,2.0,1,No,0,P66,P70,6
6,6,2,2.0,1,Yes,1,P79,,6
6,6,2,2.0,0,Yes,0,P72,P70,6
6,6,2,2.0,1,Yes,0,P78,P70,6
6,6,2,2.0,0,Yes,1,P69,P70,6
6,6,2,2.0,0,Yes,1,P69,P72,6
6,6,2,2.0,1,Yes,0,P66,P72,6
6,6,2,2.0,1,Yes,0,P70,P72,6
6,6,2,2.0,1,Yes,1,P79,,6
6,6,2,2.0,0,Yes,0,P78,P72,6
6,6,2,2.0,0,Yes,1,P69,P79,6
6,6,2,2.0,1,Yes,0,P66,P79,6
6,6,2,2.0,0,Yes,0,P70,,6
6,6,2,2.0,1,Yes,0,P72,P79,6
6,6,2,2.0,0,Yes,0,P78,P79,6
6,6,2,2.0,0,Yes,1,P69,P66,6
6,6,2,2.0,1,Yes,1,P79,,6
6,6,2,2.0,1,Yes,0,P78,,6
6,6,2,2.0,0,Yes,0,P70,P66,6
6,6,2,2.0,1,Yes,0,P72,P66,6
6,6,1,2.0,1,No,0,P81,P88,7
6,6,2,2.0,1,Yes,0,P89,P88,7
5,5,2,2.0,1,No,0,P80,P88,7
6,5,1,0.0,1,No,0,P91,,7
6,6,2,2.0,1,No,0,P84,P88,7
5,5,1,2.0,1,No,0,P87,P88,7
6,6,2,2.0,0,No,0,P61,P47,5
6,6,2,2.0,0,No,0,P48,P47,5
5,5,2,1.0,0,No,0,P49,P47,5
6,6,2,2.0,1,Yes,1,P64,,5
6,6,2,2.0,0,Yes,0,P50,P47,5
6,6,2,2.0,0,No,0,P60,,5
5,4,1,1.0,0,No,0,P57,P47,5
4,4,1,1.0,0,No,0,P57,P48,5
4,4,2,1.0,0,No,0,P49,P48,5
5,4,2,2.0,0,No,0,P47,P48,5
4,4,2,1.0,1,No,0,P49,,5
5,5,2,2.0,1,No,0,P60,P48,5
5,6,2,2.0,1,Yes,1,P61,P48,5
4,4,2,2.0,0,No,0,P50,P48,5
6,6,2,2.0,0,,0,P48,P49,5
6,5,1,2.0,0,No,0,P60,P49,5
5,5,2,2.0,0,No,0,P50,P49,5
6,5,2,2.0,0,No,0,P61,P49,5
6,5,1,2.0,0,No,0,P47,,5
5,5,2,1.0,0,No,0,P57,P49,5
6,6,2,2.0,0,No,0,P48,,5
5,5,1,2.0,0,No,0,P47,,5
6,4,1,1.0,1,Yes,0,P57,,5
6,5,2,2.0,0,No,0,P61,,5
6,5,1,2.0,0,No,0,P50,,5
6,6,2,2.0,0,Yes,0,P60,,5
6,6,2,2.0,0,No,0,P93,P102,8
6,5,2,2.0,0,No,0,P99,P99,8
6,6,2,2.0,1,No,0,P101,P102,8
6,6,2,2.0,1,Yes,0,P97,P102,8
6,6,2,2.0,0,No,0,P100,P102,8
5,5,2,2.0,1,No,1,P96,P102,8
6,6,2,2.0,0,Yes,0,P98,P102,8
6,6,2,2.0,0,Yes,0,P94,P102,8
5,6,2,2.0,1,No,1,P103,P102,8
6,5,1,2.0,1,No,0,P104,,8
6,6,2,2.0,0,No,0,P93,P99,8
5,6,2,2.0,1,Yes,1,P102,P99,8
5,5,1,2.0,0,No,0,P100,P99,8
5,5,2,2.0,0,No,0,P104,P99,8
5,5,1,2.0,0,No,1,P96,P99,8
6,6,2,2.0,1,No,1,P103,P99,8
6,6,2,2.0,0,Yes,0,P98,P99,8
6,6,2,2.0,0,Yes,0,P94,P99,8
5,5,2,2.0,0,No,0,P101,P99,8
5,5,2,2.0,0,Yes,0,P97,P99,8
5,5,2,2.0,0,No,1,P93,,8
5,6,2,2.0,0,No,0,P102,,8
6,6,2,2.0,1,No,0,P101,,8
6,6,0,2.0,1,No,0,P94,,8
6,5,2,2.0,1,No,1,P103,,8
5,3,1,2.0,0,No,0,P104,,8
6,6,2,2.0,0,No,0,P98,,8
5,6,2,2.0,0,No,0,P99,,8
5,5,2,2.0,0,No,1,P96,,8
6,6,2,2.0,1,No,0,P71,P78,6
6,6,2,2.0,1,Yes,1,P79,,6
6,6,2,2.0,1,No,0,P73,P78,6
6,6,2,2.0,0,Yes,0,P66,P78,6
6,6,2,2.0,0,Yes,0,P68,P78,6
6,6,2,2.0,0,Yes,0,P72,P78,6
6,6,2,2.0,1,Yes,0,P70,P78,6
5,6,2,2.0,1,Yes,0,P76,P78,6
6,6,2,2.0,0,Yes,0,P75,P78,6
6,6,2,2.0,1,Yes,1,P79,,6
6,6,2,2.0,0,Yes,0,P75,P71,6
6,6,2,2.0,0,Yes,0,P73,P71,6
6,6,2,2.0,0,Yes,0,P68,P71,6
6,6,2,2.0,0,Yes,0,P78,P71,6
6,6,2,2.0,0,Yes,0,P72,P71,6
6,6,2,2.0,0,Yes,0,P66,P71,6
6,6,2,2.0,0,Yes,0,P70,P71,6
6,5,2,2.0,1,Yes,0,P76,P71,6
6,6,2,2.0,1,Yes,1,P79,,6
6,6,2,2.0,0,Yes,0,P66,P73,6
6,6,2,2.0,1,Yes,0,P68,P73,6
6,6,2,2.0,0,Yes,0,P78,P73,6
6,6,2,2.0,1,Yes,0,P72,P73,6
6,6,2,2.0,0,Yes,0,P76,,6
6,6,2,2.0,1,Yes,0,P70,P73,6
6,6,2,2.0,1,Yes,0,P75,P73,6
6,6,2,2.0,1,Yes,0,P35,P40,4
5,6,2,2.0,0,Yes,0,P43,P40,4
6,6,2,2.0,1,Yes,0,P33,P40,4
6,6,2,2.0,0,No,0,P36,P40,4
5,6,2,2.0,0,Yes,0,P43,P45,4
5,6,2,2.0,0,No,0,P43,P46,4
6,6,2,2.0,0,,0,P42,P40,4
6,6,2,2.0,0,No,0,P37,P40,4
6,6,2,2.0,0,Yes,1,P45,P40,4
6,6,2,2.0,0,Yes,0,P84,P85,7
6,6,2,2.0,0,Yes,0,P84,P85,7
6,6,1,2.0,1,Yes,0,P89,P85,7
6,6,2,2.0,1,Yes,0,P80,P85,7
6,6,1,2.0,1,Yes,0,P87,P85,7
6,6,2,2.0,0,Yes,0,P86,P85,7
6,6,1,2.0,0,,0,P81,P85,7
6,6,1,2.0,1,No,0,P88,P85,7
5,6,1,2.0,1,No,0,P88,,7
6,6,2,2.0,0,No,0,P86,,7
6,6,2,2.0,0,No,0,P80,,7
6,6,2,2.0,0,Yes,0,P89,,7
5,6,2,2.0,0,No,0,P87,,7
6,6,2,2.0,0,Yes,0,P86,P80,7
6,6,2,2.0,0,Yes,0,P84,P80,7
5,5,2,2.0,0,No,0,P88,P80,7
6,6,2,2.0,0,Yes,0,P89,P80,7
6,6,2,2.0,0,No,0,P87,P80,7
6,6,2,2.0,0,,0,P81,P80,7
3,6,1,1.0,1,No,1,P85,,7
6,6,2,2.0,1,No,0,P85,P80,7
5,5,1,2.0,0,No,0,P57,P53,5
6,6,2,2.0,0,No,0,P61,P53,5
5,4,2,2.0,0,No,0,P49,P53,5
6,6,2,2.0,1,Yes,1,P51,P53,5
6,6,2,2.0,1,Yes,0,P55,P53,5
4,5,2,2.0,1,No,0,P58,P53,5
6,6,2,2.0,0,No,0,P60,P53,5
5,6,2,2.0,0,Yes,0,P50,P53,5
5,5,2,2.0,0,No,0,P59,P53,5
6,6,2,2.0,0,Yes,1,P51,P57,5
6,6,2,2.0,1,Yes,0,P55,P57,5
5,5,2,2.0,0,No,0,P58,P57,5
6,5,2,2.0,0,Yes,0,P53,P57,5
4,5,1,2.0,0,No,0,P61,P57,5
6,6,2,2.0,0,Yes,0,P60,P57,5
6,5,2,2.0,0,No,0,P50,P57,5
5,4,2,2.0,0,No,0,P49,P57,5
5,5,2,2.0,0,No,0,P59,P57,5
4,4,1,1.0,0,No,0,P57,P61,5
5,5,2,2.0,1,,0,P53,P61,5
6,6,2,2.0,1,No,0,P55,P61,5
4,5,2,2.0,0,No,0,P50,P61,5
4,3,2,2.0,0,No,0,P58,P61,5
5,3,2,1.0,0,No,0,P49,P61,5
6,6,2,2.0,0,Yes,1,P51,P61,5
5,5,2,2.0,0,No,0,P60,P61,5
6,5,2,2.0,0,No,0,P50,P59,5
4,4,1,1.0,0,No,0,P57,P59,5
5,5,2,2.0,0,Yes,0,P58,P59,5
6,5,2,2.0,0,No,0,P53,P59,5
5,4,2,2.0,0,No,0,P49,,5
6,4,2,2.0,1,No,0,P61,P59,5
6,6,2,2.0,0,No,0,P12,P6,1
6,6,1,1.0,0,No,1,P7,P6,1
6,6,2,2.0,0,Yes,0,P12,,1
6,6,2,2.0,1,Yes,1,P7,,1
5,6,1,1.0,0,Yes,0,P9,,1
6,5,1,1.0,0,No,0,P3,,1
6,6,2,2.0,0,Yes,0,P2,,1
6,6,2,2.0,0,Yes,0,P11,,1
3,5,1,1.0,0,No,0,P9,P6,1
6,6,2,2.0,0,No,0,P2,P6,1
3,2,1,1.0,1,No,0,P3,P6,1
5,5,1,2.0,0,No,0,P11,P6,1
6,6,2,2.0,1,Yes,0,P8,,1
6,6,2,2.0,0,No,0,P6,,1
4,6,2,1.0,0,Yes,1,P5,,1
6,4,1,1.0,0,No,1,P5,P6,1
6,6,2,2.0,0,No,0,P6,,1
3,3,1,1.0,0,No,0,P11,P12,1
3,3,1,1.0,0,No,0,P3,P12,1
6,6,2,2.0,0,No,0,P2,P12,1
4,3,1,1.0,0,No,0,P9,,1
6,6,2,2.0,1,No,0,P7,P12,1
4,4,2,2.0,0,No,1,P5,P12,1
6,6,2,2.0,0,Yes,0,P7,P8,1
6,6,2,2.0,0,Yes,0,P9,,1
6,6,2,2.0,0,Yes,0,P6,P8,1
6,6,2,2.0,0,Yes,1,P2,P8,1
6,6,2,2.0,0,Yes,0,P12,P8,1
6,6,2,2.0,1,Yes,1,P5,,1
6,6,2,2.0,0,Yes,0,P11,P8,1
6,6,2,2.0,1,Yes,0,P3,P8,1
5,4,2,2.0,0,No,0,P15,,2
4,4,2,2.0,0,No,0,P24,,2
4,4,2,2.0,0,No,0,P20,,2
6,6,2,2.0,1,No,0,P31,,2
6,5,2,2.0,0,No,0,P32,,2
6,4,2,2.0,0,No,0,P25,,2
5,4,2,2.0,0,No,0,P19,,2
6,6,2,2.0,0,No,1,P27,,2
5,4,2,2.0,0,No,1,P18,,2
6,6,2,2.0,0,Yes,0,P19,,2
6,6,2,2.0,0,No,0,P16,P31,2
6,6,2,2.0,1,Yes,1,P27,,2
6,6,2,2.0,0,Yes,0,P24,P31,2
6,6,2,2.0,0,Yes,0,P15,P31,2
5,6,2,2.0,0,Yes,0,P32,P31,2
6,6,2,0.0,1,Yes,0,P20,P31,2
6,6,2,2.0,0,Yes,0,P25,P31,2
6,6,2,2.0,0,Yes,0,P28,P31,2
4,4,2,2.0,0,No,0,P16,P27,2
2,4,2,2.0,0,No,0,P20,P27,2
2,3,2,2.0,0,No,0,P15,P27,2
3,5,2,2.0,0,No,1,P18,P27,2
2,2,2,2.0,0,No,0,P24,P27,2
3,4,2,2.0,1,No,0,P25,P27,2
6,5,2,2.0,0,Yes,0,P32,P27,2
6,6,2,2.0,0,Yes,0,P28,P27,2
5,5,2,2.0,1,No,0,P31,P27,2
6,6,2,2.0,0,Yes,0,P24,,2
6,6,2,2.0,0,Yes,0,P32,,2
6,6,2,2.0,0,No,0,P28,,2
6,6,2,2.0,0,No,0,P31,P19,2
6,6,2,2.0,1,Yes,0,P19,,2
6,6,2,2.0,0,,0,P31,P18,2
6,5,2,2.0,0,No,0,P32,P18,2
6,6,2,2.0,0,No,0,P28,P18,2
5,6,2,2.0,0,No,0,P18,P19,2
6,6,2,2.0,0,Yes,0,P16,P19,2
5,5,2,2.0,0,No,0,P16,P17,2
6,5,2,2.0,0,No,0,P18,P17,2
6,5,2,2.0,0,No,0,P32,P17,2
5,6,2,2.0,1,No,0,P31,P17,2
6,6,2,1.0,0,No,0,P28,P17,2
6,6,2,2.0,0,No,0,P36,P44,4
6,6,2,2.0,1,Yes,0,P35,P44,4
4,4,2,2.0,0,No,0,P37,P44,4
6,6,2,2.0,0,,0,P42,P44,4
6,6,2,2.0,0,No,0,P45,P44,4
6,6,2,2.0,0,Yes,0,P36,P46,4
6,6,2,2.0,0,Yes,0,P35,P46,4
6,6,2,2.0,1,Yes,0,P45,P46,4
6,6,2,2.0,0,,0,P42,P46,4
6,5,2,2.0,0,Yes,0,P44,P46,4
5,5,2,2.0,0,No,0,P37,P46,4
6,6,2,2.0,0,Yes,0,P36,P45,4
6,6,2,2.0,0,Yes,0,P44,P45,4
6,6,2,2.0,0,Yes,0,P35,P45,4
6,6,2,2.0,0,,0,P42,P45,4
6,6,2,2.0,0,No,0,P37,,4
6,6,2,2.0,0,No,0,P33,P45,4
6,6,2,2.0,0,Yes,1,P64,P62,5
6,6,2,2.0,1,Yes,0,P64,P55,5
5,5,2,2.0,0,Yes,1,P64,P56,5
6,6,2,2.0,0,Yes,0,P64,P54,5
6,6,2,2.0,1,Yes,0,P64,P50,5
5,5,1,2.0,1,No,0,P64,P51,5
6,6,2,2.0,1,Yes,0,P64,P60,5
5,6,2,2.0,1,No,0,P64,P63,5
5,5,2,2.0,0,No,0,P64,P58,5
4,4,1,2.0,0,No,0,P64,P48,5
5,5,2,2.0,1,No,0,P64,P49,5
5,6,2,2.0,1,No,0,P64,,5
6,5,2,2.0,0,Yes,0,P64,P53,5
5,5,2,2.0,0,No,0,P64,P61,5
5,5,1,2.0,0,No,0,P64,P59,5
6,6,2,2.0,0,Yes,0,P48,,5
6,4,0,1.0,1,No,0,P50,,5
6,5,2,2.0,0,No,0,P61,,5
5,5,2,1.0,1,No,0,P55,,5
6,6,2,2.0,0,Yes,1,P51,,5
6,6,2,2.0,0,No,0,P53,,5
4,5,1,2.0,0,No,0,P57,,5
4,5,2,2.0,0,No,0,P49,,5
5,5,2,2.0,0,,1,P64,,5
6,6,2,2.0,0,Yes,0,P56,,5
6,6,2,2.0,1,No,0,P60,,5
6,6,2,2.0,1,Yes,1,P79,,6
6,6,2,2.0,1,Yes,0,P68,P105,6
6,6,2,2.0,0,Yes,0,P66,P105,6
6,6,2,2.0,0,Yes,0,P70,P105,6
6,6,2,2.0,0,Yes,0,P78,,6
6,6,2,2.0,0,Yes,0,P72,P105,6
6,6,2,2.0,0,Yes,0,P75,P105,6
6,6,2,2.0,1,Yes,1,P76,,6
6,6,2,2.0,1,Yes,1,P65,,6
6,6,2,2.0,1,Yes,1,P79,,6
5,5,2,2.0,0,No,0,P68,,6
4,4,1,2.0,0,No,0,P72,P74,6
6,6,2,2.0,0,No,0,P66,P74,6
6,6,2,2.0,0,Yes,0,P78,P74,6
6,6,2,2.0,0,Yes,0,P70,P74,6
5,5,1,2.0,1,No,0,P76,,6
6,6,2,2.0,1,Yes,1,P79,,6
6,6,2,2.0,1,Yes,0,P74,P105,6
5,3,2,2.0,0,No,0,P68,P75,6
6,6,2,2.0,0,No,0,P66,P75,6
6,6,2,2.0,0,Yes,0,P70,P75,6
6,5,2,2.0,0,Yes,0,P72,,6
6,6,2,2.0,0,Yes,0,P78,P75,6
4,3,2,2.0,1,No,0,P76,P75,6
6,5,2,2.0,0,No,0,P74,P75,6
6,6,2,2.0,0,Yes,0,P75,P74,6
6,6,2,2.0,1,Yes,1,P79,,6
6,6,2,2.0,0,Yes,0,P68,,5
6,6,2,2.0,1,Yes,0,P70,,6
6,6,2,2.0,0,Yes,0,P72,,5
6,6,2,2.0,0,Yes,0,P78,,6
6,6,2,2.0,0,Yes,0,P66,,5
5,6,2,2.0,0,No,0,P74,,6
6,6,2,2.0,0,Yes,0,P76,,6
6,6,2,2.0,1,Yes,0,P105,P74,6
6,5,2,2.0,1,No,1,P105,P75,6
6,6,2,2.0,1,Yes,0,P105,,6
6,6,2,2.0,0,Yes,0,P69,P74,6
6,6,2,2.0,0,Yes,1,P69,P105,6
6,6,2,2.0,0,Yes,0,P69,P75,6
6,6,1,2.0,0,Yes,0,P89,P86,7
6,6,1,2.0,1,Yes,0,P85,P86,7
5,6,2,2.0,1,Yes,0,P84,P86,7
6,6,1,2.0,1,No,0,P87,P86,7
6,6,2,2.0,1,Yes,1,P86,P91,7
6,6,2,2.0,0,Yes,0,P89,P91,7
6,6,2,2.0,0,Yes,0,P84,P91,7
6,6,1,2.0,1,Yes,0,P85,P91,7
6,6,2,2.0,0,No,0,P87,P91,7
6,6,2,2.0,1,Yes,0,P85,P89,7
6,5,2,2.0,0,No,0,P84,P89,7
6,5,2,2.0,1,No,0,P87,P89,7
6,6,2,2.0,1,Yes,1,P86,P89,7
6,4,1,2.0,1,No,0,P85,,7
6,6,1,2.0,0,No,0,P87,,7
6,5,2,2.0,0,Yes,0,P84,,7
6,6,1,2.0,0,Yes,0,P89,,7
6,6,2,2.0,1,Yes,1,P86,,7
6,6,2,2.0,1,No,0,P42,P43,4
6,6,2,2.0,0,Yes,0,P36,P43,4
4,4,2,2.0,0,Yes,0,P37,P43,4
6,6,2,2.0,1,Yes,0,P44,P43,4
